CustomerID,Age,Gender,State,TenureMonths,MonthlyCharges,TotalCharges,DataUsageGB,CallMinutes,SMSCount,CustomerSupportCalls,NetworkComplaints,LatePayments,PlanType,ContractType,PaymentMethod,FamilyPlan,InternationalCalls,DeviceAgeMonths,AvgMonthlyRecharge,Churn
CUST008888,67,Female,Assam,6,305.74,1700.3,19.43,3275,2824,19,8,0,Basic,Yearly,Debit Card,Yes,No,41,122.24,Yes
CUST008889,59,Male,Maharashtra,28,4623.72,130559.77,46.52,2625,1403,14,6,8,Premium,Yearly,Debit Card,Yes,No,19,3657.65,No
CUST008890,55,Male,Assam,102,4331.33,412780.49,113.78,1352,306,3,1,9,Basic,Yearly,Cash,No,No,13,1975.15,Yes
CUST008891,29,Male,Uttarakhand,78,1052.16,71395.21,194.85,2281,1619,10,1,7,Premium,Monthly,UPI,Yes,No,44,2359.09,No
CUST008892,56,Male,Telangana,13,3009.62,34008.1,22.74,3417,2706,10,3,1,Standard,Monthly,Net Banking,No,No,25,3637.26,No
CUST008893,35,Female,Jharkhand,13,3053.23,35620.11,163.31,3578,683,17,8,2,Basic,Yearly,Credit Card,Yes,Yes,1,377.52,No
CUST008894,19,Male,Rajasthan,10,4036.82,38872.73,3.95,2773,1405,1,1,6,Standard,Monthly,Net Banking,Yes,No,59,1340.13,Yes
CUST008895,27,Male,Bihar,80,3808.91,309597.65,229.83,3258,845,15,11,6,Standard,Yearly,Cash,No,No,50,3329.2,No
CUST008896,32,Male,Chhattisgarh,39,4966.89,185329.37,200.08,860,2123,13,13,4,Premium,Yearly,Credit Card,No,Yes,58,1195.9,No
CUST008897,47,Male,Bihar,99,1819.12,179951.7,156.2,1169,646,5,4,4,Premium,Yearly,Net Banking,No,Yes,8,1651.46,No
CUST008898,61,Male,West Bengal,79,710.7,54972.91,171.34,2118,1154,13,6,2,Premium,TwoYear,Net Banking,No,No,18,1739.57,No
CUST008899,34,Female,Kerala,23,2910.01,63906.31,279.83,2415,1382,5,7,4,Premium,Monthly,UPI,No,No,54,1287.51,Yes
CUST008900,21,Male,Assam,37,3843.56,126989.6,272.01,3887,2301,17,13,2,Premium,TwoYear,UPI,Yes,No,46,3484.23,Yes
CUST008901,24,Female,West Bengal,8,1500.39,12322.81,237.83,852,463,7,11,0,Standard,Monthly,Cash,Yes,No,39,2405.51,No
CUST008902,58,Male,Himachal Pradesh,90,1257.41,102432.24,100.87,2267,1280,2,2,1,Standard,Yearly,UPI,Yes,Yes,1,339.55,No
CUST008903,48,Male,Rajasthan,60,4032.03,217866.06,32.17,2934,2574,11,4,4,Standard,Monthly,UPI,No,No,58,2660.8,No
CUST008904,68,Male,Rajasthan,86,3793.24,294105.52,96.43,2469,939,17,1,9,Premium,Monthly,Net Banking,No,No,15,445.27,No
CUST008905,56,Male,West Bengal,5,1096.62,4765.57,225.59,4852,522,0,13,11,Premium,TwoYear,Cash,Yes,Yes,17,3247.45,No
CUST008906,51,Female,Jharkhand,98,4359.43,405747.93,183.3,642,1920,8,3,2,Basic,Yearly,Net Banking,No,No,31,2615.25,Yes
CUST008907,23,Female,Andhra Pradesh,27,760.17,18790.39,211.67,4604,1173,15,6,4,Standard,Monthly,UPI,Yes,No,37,3512.77,No
CUST008908,67,Female,Karnataka,19,635.28,11519.77,31.6,1141,426,17,15,10,Standard,Yearly,Credit Card,Yes,No,22,3670.55,No
CUST008909,55,Female,Uttarakhand,43,1820.43,73630.55,47.53,155,533,12,14,6,Basic,TwoYear,Net Banking,Yes,No,32,3616.88,Yes
CUST008910,62,Female,West Bengal,43,4444.01,182294.22,199.3,1440,1132,6,0,7,Standard,TwoYear,Credit Card,No,No,23,982.15,No
CUST008911,68,Female,Punjab,35,3507.66,111661.35,111.54,3953,305,9,6,11,Basic,Monthly,Net Banking,No,No,55,2971.49,No
CUST008912,51,Female,Himachal Pradesh,109,2034.12,224607.55,110.76,504,2285,12,8,2,Basic,TwoYear,Cash,No,No,29,1278.04,No
CUST008913,61,Female,Tamil Nadu,84,870.53,69968.36,117.8,3834,735,18,1,2,Standard,Yearly,UPI,No,No,29,552.73,Yes
CUST008914,32,Male,Uttar Pradesh,115,3596.03,368751.29,238.78,1892,2425,13,4,2,Premium,TwoYear,UPI,Yes,Yes,6,3321.79,No
CUST008915,31,Male,Madhya Pradesh,55,3035.82,172039.44,209.72,1668,1564,12,13,6,Basic,Yearly,UPI,No,No,27,1424.45,Yes
CUST008916,23,Female,Punjab,61,4939.65,262717.03,31.81,2275,388,13,3,11,Basic,TwoYear,UPI,No,No,45,1528.45,No
CUST008917,67,Male,Uttarakhand,47,3851.24,180408.58,103.31,3303,2411,13,10,6,Standard,Monthly,Credit Card,Yes,Yes,19,494.38,No
CUST008918,54,Male,Uttarakhand,102,600.41,60365.43,202.15,299,1442,5,15,4,Basic,Yearly,Net Banking,No,No,38,139.48,No
CUST008919,67,Female,Madhya Pradesh,77,3668.25,244202.84,292.84,3498,2698,14,5,3,Standard,Monthly,Credit Card,No,No,26,1110.43,No
CUST008920,49,Male,Haryana,56,1361.49,78553.73,273.68,2384,2927,18,12,6,Standard,Yearly,UPI,Yes,No,50,1470.91,No
CUST008921,20,Female,Maharashtra,82,4813.29,360455.37,74.48,2179,774,3,10,1,Premium,Monthly,UPI,No,No,26,3493.06,No
CUST008922,20,Male,Rajasthan,18,194.44,3493.55,19.81,4769,2434,7,11,3,Basic,Monthly,Credit Card,No,No,24,3110.5,Yes
CUST008923,39,Female,Assam,65,1267.92,74618.39,171.98,3261,2517,19,0,6,Premium,Yearly,Credit Card,Yes,No,46,501.96,No
CUST008924,39,Male,Karnataka,96,2545.09,233367.65,121.88,4440,30,7,0,5,Standard,TwoYear,Credit Card,Yes,No,56,3628.54,No
CUST008925,27,Female,Bihar,53,487.44,26983.09,55.02,644,2434,20,8,1,Standard,TwoYear,Credit Card,Yes,No,58,2360.66,No
CUST008926,68,Female,Chhattisgarh,119,1785.91,206605.64,195.49,3699,1296,12,8,1,Basic,Yearly,Credit Card,No,No,5,1867.24,Yes
CUST008927,20,Female,Jharkhand,89,2536.45,205261.06,48.11,336,78,15,9,3,Basic,TwoYear,UPI,No,No,49,173.06,No
CUST008928,29,Male,Himachal Pradesh,85,2289.97,183294.72,105.44,3129,1276,14,15,6,Standard,Yearly,Net Banking,No,Yes,25,1911.05,No
CUST008929,46,Male,Chhattisgarh,91,2356.87,211302.7,238.37,2959,485,20,4,0,Basic,Monthly,UPI,No,No,19,1858.55,No
CUST008930,65,Female,Uttarakhand,11,4407.21,45523.9,205.29,1103,1378,15,3,6,Standard,Monthly,UPI,No,Yes,22,2046.01,No
CUST008931,34,Female,Odisha,112,2575.93,297779.49,182.14,3302,1871,10,12,11,Standard,TwoYear,Debit Card,Yes,No,49,2110.77,No
CUST008932,24,Female,Karnataka,1,4711.13,4821.8,279.25,1782,104,10,1,12,Basic,TwoYear,Debit Card,No,No,28,1846.58,No
CUST008933,30,Female,Uttar Pradesh,83,823.89,60133.3,37.62,593,605,11,15,7,Premium,TwoYear,Net Banking,No,No,38,3055.68,No
CUST008934,19,Male,Maharashtra,96,1473.25,142420.35,207.29,2050,98,17,8,10,Standard,Monthly,Net Banking,No,No,34,2340.73,Yes
CUST008935,21,Male,Andhra Pradesh,8,3316.93,27556.6,35.2,785,1779,3,7,9,Standard,Yearly,Cash,No,No,5,2688.13,Yes
CUST008936,27,Female,Himachal Pradesh,19,1487.3,25810.98,40.91,1645,1870,7,14,6,Standard,Yearly,Credit Card,No,No,51,597.89,Yes
CUST008937,56,Female,Bihar,55,1801.65,88948.21,151.93,646,169,0,14,0,Basic,Monthly,Cash,Yes,No,6,1849.66,No
CUST008938,41,Male,Madhya Pradesh,16,4515.04,61543.08,7.23,202,794,8,12,8,Basic,Monthly,Debit Card,Yes,No,32,3922.3,No
CUST008939,34,Male,Bihar,99,2738.94,236754.02,150.3,3374,2845,1,13,5,Basic,Monthly,Debit Card,Yes,No,15,2853.79,Yes
CUST008940,69,Female,Assam,66,1739.84,119673.25,2.84,654,1275,12,1,2,Standard,Yearly,UPI,Yes,No,16,1987.77,No
CUST008941,23,Female,Kerala,12,3905.89,43506.51,180.72,1101,2116,17,11,12,Premium,Monthly,UPI,No,Yes,49,1419.82,Yes
CUST008942,36,Male,West Bengal,93,446.26,38491.96,93.6,4630,1216,16,4,0,Standard,Yearly,Debit Card,Yes,No,47,3008.92,No
CUST008943,22,Male,Assam,74,2861.95,191312.34,24.98,4771,515,7,7,0,Basic,Monthly,Net Banking,No,No,11,325.48,No
CUST008944,49,Male,Uttar Pradesh,62,588.38,32204.59,234.25,279,138,14,7,1,Premium,Monthly,Debit Card,No,No,41,2290.53,Yes
CUST008945,27,Male,Punjab,86,966.57,79114.91,116.98,1178,2233,11,5,6,Premium,Yearly,Credit Card,Yes,No,41,1781.11,No
CUST008946,26,Female,Punjab,98,405.98,39572.69,133.21,1686,2188,13,10,5,Basic,Yearly,Cash,Yes,Yes,30,424.59,No
CUST008947,44,Female,Karnataka,58,4518.25,251617.84,112.34,4220,777,18,12,10,Basic,Monthly,Cash,Yes,No,17,2402.72,No
CUST008948,30,Female,Rajasthan,21,336.2,6051.23,25.09,2737,2923,15,1,12,Premium,Monthly,UPI,No,No,1,782.63,Yes
CUST008949,36,Female,Himachal Pradesh,37,2630.44,98367.08,137.98,377,2775,14,10,8,Standard,TwoYear,Net Banking,No,No,14,3151.71,No
CUST008950,38,Male,Odisha,5,1202.39,6230.3,199.63,817,467,17,0,10,Standard,Monthly,Net Banking,No,Yes,56,3841.61,Yes
CUST008951,41,Female,Odisha,70,1979.58,129989.66,271.01,4089,1622,4,2,7,Basic,Yearly,UPI,No,No,29,3298.74,Yes
CUST008952,55,Female,Assam,32,2518.92,74422.43,229.14,3710,616,12,8,3,Standard,Yearly,Credit Card,No,No,8,1230.1,No
CUST008953,21,Female,Tamil Nadu,67,2305.29,138386.66,23.79,3470,2729,11,15,3,Standard,Yearly,Net Banking,Yes,No,24,2613.88,Yes
CUST008954,41,Male,Maharashtra,10,3765.63,34281.32,49.74,2103,2154,6,8,5,Premium,Monthly,Net Banking,No,No,55,3342.86,Yes
CUST008955,52,Female,Punjab,69,4568.23,308553.67,13.45,4049,98,3,0,6,Premium,Monthly,Cash,Yes,No,21,945.89,No
CUST008956,20,Female,Odisha,88,1571.33,138834.19,35.82,4919,1195,9,5,4,Basic,Monthly,UPI,No,No,4,956.42,No
CUST008957,21,Male,Uttarakhand,84,220.25,16955.11,144.16,3011,829,17,9,4,Standard,Monthly,UPI,Yes,No,24,2408.75,No
CUST008958,54,Male,Rajasthan,62,4480.33,254984.27,65.92,2090,2906,15,14,10,Standard,Yearly,UPI,No,No,47,274.49,No
CUST008959,57,Female,Uttarakhand,37,4896.04,170324.17,194.38,3669,846,8,12,9,Standard,Monthly,Credit Card,Yes,No,30,3499.69,No
CUST008960,65,Female,Jharkhand,95,2223.42,186731.38,9.71,659,1687,4,0,12,Premium,Monthly,Credit Card,No,No,7,2142.7,No
CUST008961,52,Male,Telangana,47,2333.37,113555.22,257.17,1803,2496,15,14,1,Standard,Monthly,UPI,No,No,60,566.33,No
CUST008962,48,Male,Haryana,81,806.36,64733.28,203.29,3451,1576,5,9,3,Basic,Monthly,Net Banking,No,No,17,2508.62,Yes
CUST008963,61,Male,Odisha,49,2430.06,111537.61,290.72,876,764,7,4,7,Standard,Yearly,Net Banking,No,No,11,3487.24,No
CUST008964,42,Male,Assam,24,1586.41,33293.84,285.85,1250,1510,12,15,1,Basic,Yearly,Debit Card,No,Yes,55,2701.09,No
CUST008965,57,Female,Haryana,82,4972.46,415800.78,207.88,729,2691,3,8,12,Basic,Yearly,UPI,Yes,Yes,32,441.23,No
CUST008966,30,Male,Karnataka,26,1005.76,24757.1,47.41,1293,0,8,6,0,Premium,Monthly,UPI,No,Yes,41,168.14,No
CUST008967,21,Male,Karnataka,106,1955.07,209180.6,66.62,3283,20,10,14,8,Basic,TwoYear,Credit Card,No,Yes,23,3126.22,No
CUST008968,63,Female,Madhya Pradesh,55,3120.86,147046.61,83.27,1611,2439,7,0,7,Standard,TwoYear,Debit Card,Yes,No,46,686.2,No
CUST008969,31,Male,Assam,7,1791.11,11343.31,128.0,352,1325,11,8,6,Premium,TwoYear,Credit Card,Yes,No,13,2705.37,No
CUST008970,30,Female,Jharkhand,107,2424.68,252804.03,171.26,636,139,1,13,11,Standard,TwoYear,Credit Card,Yes,No,49,2054.57,No
CUST008971,44,Male,Tamil Nadu,78,4870.07,359954.68,204.78,4503,1429,19,14,9,Standard,TwoYear,Debit Card,No,No,43,167.83,No
CUST008972,23,Female,Maharashtra,41,2589.55,96511.47,22.69,4292,205,14,5,9,Standard,Yearly,Credit Card,Yes,No,14,412.92,Yes
CUST008973,34,Female,Chhattisgarh,113,4560.57,458773.02,183.16,590,667,1,5,5,Premium,Monthly,Cash,No,No,17,2964.46,No
CUST008974,53,Male,Bihar,2,311.11,566.45,17.76,948,199,13,2,5,Basic,Yearly,Cash,Yes,No,16,3107.78,No
CUST008975,57,Female,Telangana,30,687.11,20581.72,248.11,2806,1447,7,1,6,Basic,Yearly,Credit Card,Yes,No,48,3395.95,No
CUST008976,66,Female,Telangana,113,4728.11,473765.07,12.13,2873,1124,18,5,3,Standard,Monthly,Net Banking,No,No,3,1886.76,No
CUST008977,52,Female,Punjab,81,730.78,57344.14,117.01,1870,728,15,8,1,Standard,Yearly,UPI,No,No,56,3319.38,No
CUST008978,34,Male,Tamil Nadu,20,3709.1,69340.6,125.99,2629,2390,0,14,4,Basic,Monthly,Net Banking,No,Yes,26,2682.17,No
CUST008979,58,Male,Karnataka,56,2285.42,128317.25,171.12,3429,1851,2,15,2,Standard,Monthly,Net Banking,No,No,41,3609.03,No
CUST008980,19,Male,Maharashtra,74,2093.07,137899.73,28.63,3516,228,17,3,1,Basic,TwoYear,UPI,Yes,No,8,3427.3,No
CUST008981,30,Male,Telangana,24,3330.18,72253.02,279.93,2698,2088,6,7,0,Standard,Monthly,Net Banking,Yes,No,13,3213.65,No
CUST008982,69,Male,Haryana,108,3665.24,368032.8,114.96,2523,719,19,4,4,Standard,Monthly,UPI,No,No,34,3365.25,No
CUST008983,19,Male,Assam,12,4666.65,49465.47,118.86,2690,1475,18,15,12,Basic,Monthly,Debit Card,No,No,8,3033.69,Yes
CUST008984,69,Female,Uttarakhand,91,1358.74,116503.46,72.93,877,1509,3,0,10,Standard,Monthly,UPI,No,No,7,3444.49,No
CUST008985,45,Male,Kerala,15,3520.59,49281.76,234.22,1692,2848,11,7,0,Standard,Yearly,Credit Card,Yes,No,47,1608.64,No
CUST008986,60,Female,Gujarat,73,1777.2,135965.13,2.33,4471,2412,4,15,11,Premium,TwoYear,UPI,No,No,18,2639.09,No
CUST008987,43,Female,Bihar,82,3616.29,287275.78,31.86,4106,2540,13,11,3,Basic,TwoYear,UPI,No,No,4,3667.13,No
CUST008988,39,Male,Odisha,48,796.37,33022.94,141.23,4964,1520,7,4,0,Standard,Monthly,Credit Card,No,No,56,1718.79,No
CUST008989,64,Male,Tamil Nadu,61,2341.96,134572.04,290.49,3835,2269,0,5,6,Premium,Monthly,Cash,Yes,No,20,146.33,No
CUST008990,60,Female,Telangana,71,999.79,72809.43,10.68,3766,1068,7,6,6,Standard,Yearly,Debit Card,Yes,No,55,747.74,No
CUST008991,20,Male,Maharashtra,28,1748.59,50103.92,18.6,1642,1912,5,6,2,Standard,TwoYear,UPI,No,No,53,2873.2,No
CUST008992,52,Male,Maharashtra,110,3606.58,413529.43,214.47,4657,510,1,14,2,Basic,TwoYear,Net Banking,No,No,53,2118.43,No
CUST008993,29,Female,Uttarakhand,100,1243.41,127927.76,220.63,2335,74,6,0,9,Basic,Monthly,Credit Card,Yes,No,20,1827.87,No
CUST008994,41,Male,Rajasthan,3,3455.93,9178.19,269.08,4531,2508,4,5,0,Premium,Monthly,UPI,No,No,3,283.26,Yes
CUST008995,22,Female,Madhya Pradesh,108,2530.11,232459.21,172.99,3306,630,19,14,11,Standard,Monthly,Net Banking,Yes,No,5,1881.0,Yes
CUST008996,37,Female,Chhattisgarh,16,550.98,8579.87,121.07,1853,1707,3,0,9,Standard,Yearly,UPI,No,No,4,857.09,No
CUST008997,56,Male,Bihar,36,1994.8,71129.78,135.32,4701,855,0,12,12,Premium,Yearly,Net Banking,No,No,10,667.86,No
CUST008998,56,Female,Assam,4,4359.11,15278.55,129.45,3716,1355,9,8,10,Basic,Monthly,Net Banking,No,Yes,27,2788.64,Yes
CUST008999,30,Male,Maharashtra,99,4947.53,432678.02,292.06,3399,1300,18,13,0,Premium,TwoYear,Debit Card,No,No,28,3858.37,No
CUST009000,58,Female,Kerala,9,1907.71,17901.07,114.03,1405,1197,8,11,11,Standard,Yearly,Debit Card,Yes,Yes,54,2601.83,No
CUST009001,70,Female,Kerala,120,368.89,45982.88,28.82,1767,712,17,15,3,Standard,Yearly,Credit Card,Yes,No,30,1635.6,No
CUST009002,62,Male,Haryana,110,737.92,71543.83,86.89,2797,1085,5,12,8,Standard,Monthly,UPI,No,No,41,1666.68,No
CUST009003,29,Female,Maharashtra,12,3961.93,42760.4,288.03,1510,733,14,9,11,Premium,Yearly,UPI,No,Yes,57,2926.4,No
CUST009004,30,Female,Tamil Nadu,74,3313.36,252157.57,128.47,1769,1295,11,0,3,Premium,Yearly,UPI,No,No,3,452.57,No
CUST009005,27,Male,Bihar,110,1496.56,154250.22,94.82,986,2827,13,3,5,Standard,Yearly,Credit Card,No,Yes,10,1178.02,Yes
CUST009006,50,Female,Assam,44,2017.36,89617.26,93.23,1823,53,12,5,4,Premium,Yearly,Cash,No,No,42,304.76,Yes
CUST009007,57,Male,Himachal Pradesh,108,4074.64,408903.56,2.72,902,879,6,4,5,Premium,Monthly,Cash,No,No,27,2549.18,No
CUST009008,33,Male,Rajasthan,66,2124.24,139818.02,189.94,1877,2440,8,9,0,Standard,Monthly,UPI,Yes,No,22,2851.21,No
CUST009009,62,Male,Maharashtra,19,3803.29,67158.26,217.28,2891,1716,1,6,4,Basic,Monthly,UPI,No,Yes,46,775.88,No
CUST009010,52,Female,Himachal Pradesh,13,1546.51,20704.47,105.89,1111,2986,9,11,5,Premium,Monthly,UPI,No,Yes,52,293.99,No
CUST009011,20,Female,Gujarat,106,3651.58,354211.08,261.84,304,1349,10,14,10,Standard,TwoYear,Debit Card,Yes,Yes,19,3662.48,Yes
CUST009012,22,Female,Andhra Pradesh,55,2385.35,125241.13,222.87,4010,472,13,3,8,Premium,Yearly,Debit Card,Yes,Yes,26,682.63,No
CUST009013,43,Female,Punjab,117,2772.24,309545.79,180.26,3526,311,6,2,11,Premium,Monthly,UPI,No,Yes,24,3328.25,Yes
CUST009014,28,Female,Maharashtra,97,3033.79,288325.65,211.15,1488,2203,5,1,9,Basic,Monthly,UPI,Yes,Yes,17,1567.18,No
CUST009015,24,Male,Haryana,65,2307.82,136708.57,230.84,2323,726,7,4,11,Basic,Yearly,UPI,Yes,No,60,2176.45,No
CUST009016,70,Male,Telangana,92,2384.06,214624.89,158.11,3546,2844,8,13,3,Premium,Monthly,Debit Card,No,No,1,1820.18,Yes
CUST009017,27,Male,Himachal Pradesh,104,1401.97,128046.89,119.34,3372,2425,17,7,8,Standard,Yearly,Credit Card,No,No,50,3538.2,No
CUST009018,59,Male,Andhra Pradesh,70,4930.25,355030.21,37.71,457,2489,4,4,11,Basic,TwoYear,Net Banking,Yes,Yes,32,1837.94,No
CUST009019,69,Male,Haryana,116,4538.49,462675.57,121.48,965,666,16,6,1,Basic,Yearly,Debit Card,No,No,2,1682.41,No
CUST009020,51,Female,Karnataka,3,2684.18,8197.96,165.03,3999,742,3,13,8,Standard,TwoYear,Debit Card,No,No,47,2761.09,No
CUST009021,20,Female,Odisha,109,269.68,29060.89,284.36,4231,1760,2,0,9,Standard,Yearly,Debit Card,No,Yes,44,120.59,No
CUST009022,25,Male,Bihar,25,925.3,21240.57,46.47,3322,1426,6,14,11,Standard,Yearly,Net Banking,Yes,Yes,53,1925.05,No
CUST009023,48,Male,Uttarakhand,108,4284.28,423597.72,227.09,1341,2393,10,6,10,Standard,Yearly,Debit Card,Yes,Yes,43,1772.03,No
CUST009024,28,Male,Telangana,52,4660.98,252843.57,72.21,4203,1317,11,8,8,Premium,Monthly,Credit Card,Yes,Yes,59,869.96,No
CUST009025,62,Female,Uttarakhand,16,890.33,12664.01,287.1,2386,1595,17,4,10,Basic,Yearly,Cash,No,No,1,92.2,Yes
CUST009026,24,Male,Bihar,43,3699.14,158202.77,178.44,2837,2966,16,4,1,Basic,Monthly,Debit Card,No,No,39,716.32,No
CUST009027,62,Female,Andhra Pradesh,56,3152.81,156559.85,129.83,1442,2156,7,1,10,Basic,TwoYear,Cash,No,Yes,13,3635.98,No
CUST009028,19,Male,Gujarat,68,1586.59,111241.23,104.05,1285,826,14,14,10,Basic,Yearly,Cash,Yes,No,21,483.14,No
CUST009029,23,Female,West Bengal,8,2236.85,17865.95,60.59,4913,1114,9,15,4,Basic,TwoYear,Credit Card,No,Yes,59,3352.02,No
CUST009030,58,Male,Uttar Pradesh,103,3418.62,364984.58,214.35,888,73,9,4,4,Standard,Yearly,Net Banking,No,No,35,3665.62,No
CUST009031,49,Male,Andhra Pradesh,80,596.35,48939.89,190.79,60,1303,7,6,5,Basic,TwoYear,Credit Card,No,No,56,377.37,No
CUST009032,37,Male,Uttar Pradesh,44,1026.31,43346.81,267.05,4657,439,7,3,10,Standard,Yearly,Net Banking,Yes,Yes,37,1119.1,No
CUST009033,51,Male,Maharashtra,38,263.24,8807.21,179.2,3748,552,20,13,10,Standard,Yearly,Debit Card,No,No,3,730.37,Yes
CUST009034,67,Female,Andhra Pradesh,23,4520.79,92986.84,50.94,1254,1217,10,14,4,Basic,Yearly,UPI,No,No,56,802.44,Yes
CUST009035,33,Male,West Bengal,6,2912.09,15556.91,204.85,3644,2401,3,3,7,Standard,Monthly,Net Banking,No,No,20,2136.92,Yes
CUST009036,42,Male,Madhya Pradesh,43,2664.79,102454.51,263.64,2546,917,2,3,8,Basic,Monthly,Net Banking,Yes,No,34,2675.7,Yes
CUST009037,29,Female,Assam,44,3560.58,148093.23,297.14,3850,2928,12,13,5,Premium,TwoYear,UPI,No,No,29,675.95,No
CUST009038,24,Male,Jharkhand,80,4942.92,404749.5,205.52,335,1137,4,6,11,Basic,Monthly,UPI,Yes,No,41,1178.75,Yes
CUST009039,56,Male,Gujarat,118,943.96,95194.12,86.86,4091,2075,19,13,6,Premium,Monthly,Net Banking,No,No,27,2320.55,Yes
CUST009040,34,Female,West Bengal,80,752.22,54021.2,169.61,3138,1000,8,10,2,Basic,TwoYear,Debit Card,Yes,No,9,612.87,No
CUST009041,62,Female,Kerala,23,1544.48,34434.64,154.5,2517,2791,14,1,0,Basic,Monthly,Credit Card,No,No,49,1080.06,Yes
CUST009042,28,Male,Haryana,16,4529.33,74140.76,153.59,3129,105,9,4,11,Basic,TwoYear,Credit Card,No,Yes,32,2756.21,Yes
CUST009043,23,Female,Himachal Pradesh,100,2116.16,192463.92,23.59,4046,727,13,15,10,Basic,Monthly,Net Banking,Yes,No,48,3512.24,No
CUST009044,40,Female,Odisha,76,3988.13,280821.83,58.36,426,2853,1,0,10,Premium,TwoYear,Net Banking,No,No,22,3498.98,No
CUST009045,44,Male,Rajasthan,101,1094.35,102204.84,157.23,2243,359,20,5,7,Premium,Yearly,Debit Card,No,No,45,85.42,No
CUST009046,63,Female,Karnataka,9,2518.67,20599.32,239.45,4444,213,16,10,1,Basic,TwoYear,Credit Card,No,No,26,1842.0,No
CUST009047,23,Female,Uttar Pradesh,82,724.61,58809.14,54.54,3100,834,0,9,11,Premium,Monthly,Credit Card,No,No,56,3415.67,No
CUST009048,55,Female,Bihar,9,2123.2,18748.85,49.28,141,441,12,15,4,Standard,Monthly,Credit Card,Yes,No,49,1012.6,No
CUST009049,19,Female,Odisha,112,1385.18,158034.3,227.96,3456,1769,17,0,0,Premium,Yearly,Debit Card,No,No,42,3369.76,No
CUST009050,39,Male,Bihar,85,2792.21,245292.34,207.17,4881,164,10,15,11,Premium,Monthly,Cash,Yes,Yes,20,1645.91,No
CUST009051,37,Female,Uttar Pradesh,58,3923.99,234440.82,145.53,1294,2433,20,3,8,Basic,Yearly,Debit Card,Yes,No,59,3008.22,No
CUST009052,42,Male,Rajasthan,65,4698.01,292554.91,15.11,4184,1464,0,7,12,Standard,TwoYear,Cash,No,No,27,1260.42,No
CUST009053,32,Male,West Bengal,59,1490.83,78031.88,141.8,1292,2508,19,10,1,Premium,Yearly,Cash,Yes,No,57,2352.24,Yes
CUST009054,66,Male,Haryana,23,3741.35,76966.85,250.46,2528,1888,4,5,9,Basic,Yearly,Debit Card,Yes,Yes,21,300.19,No
CUST009055,46,Female,Jharkhand,69,4439.4,296531.95,3.19,4631,300,4,1,3,Standard,Monthly,Credit Card,No,No,52,1290.69,No
CUST009056,25,Female,Jharkhand,19,711.77,13979.1,30.78,2442,2100,1,3,1,Basic,Yearly,Cash,No,No,41,3570.87,No
CUST009057,54,Male,Uttar Pradesh,35,2971.07,99420.97,242.8,3630,2515,5,1,1,Standard,Monthly,Net Banking,Yes,No,1,161.18,No
CUST009058,66,Female,Uttarakhand,97,3098.05,311673.54,157.55,3659,1030,2,5,0,Basic,Yearly,Cash,No,No,48,2423.78,No
CUST009059,69,Female,Himachal Pradesh,55,1434.69,71210.48,198.68,1935,2423,16,5,2,Basic,Monthly,Debit Card,Yes,No,49,2233.66,No
CUST009060,50,Female,Haryana,110,210.32,20064.45,223.52,4323,579,0,5,0,Standard,Yearly,Net Banking,No,No,18,3065.93,No
CUST009061,39,Male,Telangana,82,1357.84,112373.7,90.06,3677,1854,8,8,12,Standard,Monthly,UPI,No,No,18,783.2,No
CUST009062,67,Female,Karnataka,40,2965.2,121677.19,89.36,2811,1709,6,11,11,Standard,Monthly,UPI,No,No,33,2144.36,No
CUST009063,64,Female,Himachal Pradesh,14,1062.57,13977.71,79.19,4322,218,15,4,11,Standard,Yearly,Cash,Yes,No,53,3685.2,No
CUST009064,22,Male,Chhattisgarh,84,1507.99,110265.83,50.18,1459,513,7,15,9,Standard,Yearly,UPI,No,No,55,1258.68,No
CUST009065,56,Male,Himachal Pradesh,116,3568.82,355390.21,91.42,4382,258,14,15,7,Premium,Yearly,Credit Card,No,No,27,2171.51,No
CUST009066,35,Female,Jharkhand,13,2051.75,23005.56,285.85,3618,1881,14,5,2,Standard,Yearly,Debit Card,Yes,Yes,17,2210.54,No
CUST009067,55,Female,West Bengal,53,420.58,20904.77,25.79,3505,802,12,4,2,Premium,Yearly,Credit Card,No,No,52,2166.57,Yes
CUST009068,70,Male,Jharkhand,80,2055.91,147526.02,72.19,1392,2213,14,4,1,Premium,Monthly,Cash,No,No,35,1087.61,No
CUST009069,54,Male,Kerala,105,4998.87,494640.13,95.41,2013,575,2,11,0,Standard,Monthly,UPI,Yes,No,50,950.34,Yes
CUST009070,47,Female,Bihar,95,1379.15,124166.67,46.14,4056,2516,20,13,12,Premium,Monthly,Debit Card,Yes,No,35,316.13,No
CUST009071,68,Male,Punjab,39,1399.76,51403.56,23.22,3664,1951,10,9,1,Standard,Monthly,Credit Card,Yes,No,60,1250.44,No
CUST009072,48,Male,Punjab,99,932.44,89910.03,48.56,64,1660,9,14,10,Standard,Yearly,Credit Card,Yes,No,12,1819.05,No
CUST009073,27,Male,Jharkhand,84,1431.02,118508.47,158.34,3957,1071,2,4,10,Premium,Yearly,Debit Card,Yes,No,22,889.39,No
CUST009074,32,Male,Uttarakhand,65,2916.29,176136.01,179.03,3818,2192,0,4,1,Standard,Monthly,Credit Card,Yes,No,1,1284.2,No
